id,verse_id,label
985,2_kings_19_14,neutral
986,psalms_103_17,joy
987,psalms_18_15,surprise
988,deuteronomy_31_1,neutral
989,galatians_6_17,sadness
990,jeremiah_20_11,anger
991,1_chronicles_19_14,neutral
992,1_samuel_9_4,sadness
993,genesis_30_5,joy
994,luke_22_32,joy
995,malachi_1_9,sadness
996,psalms_48_12,joy
997,matthew_22_5,disgust
998,job_24_3,anger
999,proverbs_5_19,joy
