id,verse_id,verse
244,1_samuel_10_24,"And Samuel said to all the people, See ye him whom the LORD hath chosen, that there is none like him among all the people? And all the people shouted, and said, God save the king."
245,2_samuel_2_3,"And his men that were with him did David bring up, every man with his household: and they dwelt in the cities of Hebron."
246,psalms_25_2,"O my God, I trust in thee: let me not be ashamed, let not mine enemies triumph over me."
247,matthew_20_6,"And about the eleventh hour he went out, and found others standing idle, and saith unto them, Why stand ye here all the day idle?"
248,1_samuel_30_9,"So David went, he and the six hundred men that were with him, and came to the brook Besor, where those that were left behind stayed."
249,1_corinthians_14_14,"For if I pray in an unknown tongue, my spirit prayeth, but my understanding is unfruitful."
250,john_18_28,"Then led they Jesus from Caiaphas unto the hall of judgment: and it was early; and they themselves went not into the judgment hall, lest they should be defiled; but that they might eat the passover."
251,1_samuel_6_16,"And when the five lords of the Philistines had seen it, they returned to Ekron the same day."
252,job_12_23,"He increaseth the nations, and destroyeth them: he enlargeth the nations, and straiteneth them again."
253,isaiah_57_7,Upon a lofty and high mountain hast thou set thy bed: even thither wentest thou up to offer sacrifice.
254,lamentations_3_17,And thou hast removed my soul far off from peace: I forgat prosperity.
255,ezekiel_36_6,"Prophesy therefore concerning the land of Israel, and say unto the mountains, and to the hills, to the rivers, and to the valleys, Thus saith the Lord GOD; Behold, I have spoken in my jealousy and in my fury, because ye have borne the shame of the heathen:"
256,colossians_4_9,"With Onesimus, a faithful and beloved brother, who is one of you. They shall make known unto you all things which are done here."
257,1_kings_15_7,"Now the rest of the acts of Abijam, and all that he did, are they not written in the book of the chronicles of the kings of Judah? And there was war between Abijam and Jeroboam."
258,colossians_4_12,"Epaphras, who is one of you, a servant of Christ, saluteth you, always labouring fervently for you in prayers, that ye may stand perfect and complete in all the will of God."
259,1_corinthians_2_11,"For what man knoweth the things of a man, save the spirit of man which is in him? even so the things of God knoweth no man, but the Spirit of God."
260,joshua_21_31,"Helkath with her suburbs, and Rehob with her suburbs; four cities."
261,daniel_2_29,"As for thee, O king, thy thoughts came into thy mind upon thy bed, what should come to pass hereafter: and he that revealeth secrets maketh known to thee what shall come to pass."
262,acts_8_30,"And Philip ran thither to him, and heard him read the prophet Esaias, and said, Understandest thou what thou readest?"
263,ezekiel_48_16,"And these shall be the measures thereof; the north side four thousand and five hundred, and the south side four thousand and five hundred, and on the east side four thousand and five hundred, and the west side four thousand and five hundred."
264,job_3_8,"Let them curse it that curse the day, who are ready to raise up their mourning."
265,psalms_44_18,"Our heart is not turned back, neither have our steps declined from thy way;"
266,numbers_33_17,"And they departed from Kibroth-hattaavah, and encamped at Hazeroth."
267,genesis_39_23,"The keeper of the prison looked not to any thing that was under his hand; because the LORD was with him, and that which he did, the LORD made it to prosper."
268,2_corinthians_12_11,"I am become a fool in glorying; ye have compelled me: for I ought to have been commended of you: for in nothing am I behind the very chiefest apostles, though I be nothing."
269,1_samuel_9_3,"And the asses of Kish Saul's father were lost. And Kish said to Saul his son, Take now one of the servants with thee, and arise, go seek the asses."
270,1_samuel_6_8,"And take the ark of the LORD, and lay it upon the cart; and put the jewels of gold, which ye return him for a trespass offering, in a coffer by the side thereof; and send it away, that it may go."
271,revelation_19_2,"For true and righteous are his judgments: for he hath judged the great whore, which did corrupt the earth with her fornication, and hath avenged the blood of his servants at her hand."
272,matthew_8_3,"And Jesus put forth his hand, and touched him, saying, I will; be thou clean. And immediately his leprosy was cleansed."
273,judges_6_22,"And when Gideon perceived that he was an angel of the LORD, Gideon said, Alas, O Lord GOD! for because I have seen an angel of the LORD face to face."
274,mark_8_18,"Having eyes, see ye not? and having ears, hear ye not? and do ye not remember?"
275,2_samuel_5_5,In Hebron he reigned over Judah seven years and six months: and in Jerusalem he reigned thirty and three years over all Israel and Judah.
276,judges_20_36,"So the children of Benjamin saw that they were smitten: for the men of Israel gave place to the Benjamites, because they trusted unto the liers in wait which they had set beside Gibeah."
277,proverbs_21_13,"Whoso stoppeth his ears at the cry of the poor, he also shall cry himself, but shall not be heard."
278,jeremiah_16_12,"And ye have done worse than your fathers; for, behold, ye walk every one after the imagination of his evil heart, that they may not hearken unto me:"
279,esther_7_8,"Then the king returned out of the palace garden into the place of the banquet of wine; and Haman was fallen upon the bed whereon Esther was. Then said the king, Will he force the queen also before me in the house? As the word went out of the king's mouth, they covered Haman's face."
280,numbers_23_14,"And he brought him into the field of Zophim, to the top of Pisgah, and built seven altars, and offered a bullock and a ram on every altar."
281,1_chronicles_11_37,"Hezro the Carmelite, Naarai the son of Ezbai,"
282,psalms_21_7,"For the king trusteth in the LORD, and through the mercy of the most High he shall not be moved."
283,deuteronomy_33_10,"They shall teach Jacob thy judgments, and Israel thy law: they shall put incense before thee, and whole burnt sacrifice upon thine altar."
284,revelation_22_20,"He which testifieth these things saith, Surely I come quickly. Amen. Even so, come, Lord Jesus."
285,1_chronicles_7_23,"And when he went in to his wife, she conceived, and bare a son, and he called his name Beriah, because it went evil with his house."
286,1_corinthians_11_8,For the man is not of the woman; but the woman of the man.
287,deuteronomy_21_5,"And the priests the sons of Levi shall come near; for them the LORD thy God hath chosen to minister unto him, and to bless in the name of the LORD; and by their word shall every controversy and every stroke be tried:"
288,deuteronomy_26_19,"And to make thee high above all nations which he hath made, in praise, and in name, and in honour; and that thou mayest be an holy people unto the LORD thy God, as he hath spoken."
289,judges_5_18,Zebulun and Naphtali were a people that jeoparded their lives unto the death in the high places of the field.
290,zechariah_1_8,"I saw by night, and behold a man riding upon a red horse, and he stood among the myrtle trees that were in the bottom; and behind him were there red horses, speckled, and white."
291,job_1_17,"While he was yet speaking, there came also another, and said, The Chaldeans made out three bands, and fell upon the camels, and have carried them away, yea, and slain the servants with the edge of the sword; and I only am escaped alone to tell thee."
292,daniel_7_7,"After this I saw in the night visions, and behold a fourth beast, dreadful and terrible, and strong exceedingly; and it had great iron teeth: it devoured and brake in pieces, and stamped the residue with the feet of it: and it was diverse from all the beasts that were before it; and it had ten horns."
293,isaiah_49_7,"Thus saith the LORD, the Redeemer of Israel, and his Holy One, to him whom man despiseth, to him whom the nation abhorreth, to a servant of rulers, Kings shall see and arise, princes also shall worship, because of the LORD that is faithful, and the Holy One of Israel, and he shall choose thee."
294,genesis_26_20,"And the herdmen of Gerar did strive with Isaac's herdmen, saying, The water is ours: and he called the name of the well Esek; because they strove with him."
295,psalms_99_5,"Exalt ye the LORD our God, and worship at his footstool; for he is holy."
296,1_kings_9_24,But Pharaoh's daughter came up out of the city of David unto her house which Solomon had built for her: then did he build Millo.
297,luke_1_46,"And Mary said, My soul doth magnify the Lord,"
298,zephaniah_1_12,"And it shall come to pass at that time, that I will search Jerusalem with candles, and punish the men that are settled on their lees: that say in their heart, The LORD will not do good, neither will he do evil."
299,psalms_107_12,"Therefore he brought down their heart with labour; they fell down, and there was none to help."
300,luke_15_21,"And the son said unto him, Father, I have sinned against heaven, and in thy sight, and am no more worthy to be called thy son."
301,1_corinthians_4_20,"For the kingdom of God is not in word, but in power."
302,luke_6_44,"For every tree is known by his own fruit. For of thorns men do not gather figs, nor of a bramble bush gather they grapes."
303,luke_19_22,"And he saith unto him, Out of thine own mouth will I judge thee, thou wicked servant. Thou knewest that I was an austere man, taking up that I laid not down, and reaping that I did not sow:"
304,luke_19_31,"And if any man ask you, Why do ye loose him? thus shall ye say unto him, Because the Lord hath need of him."
305,james_1_17,"Every good gift and every perfect gift is from above, and cometh down from the Father of lights, with whom is no variableness, neither shadow of turning."
306,job_41_25,"When he raiseth up himself, the mighty are afraid: by reason of breakings they purify themselves."
307,luke_12_7,But even the very hairs of your head are all numbered. Fear not therefore: ye are of more value than many sparrows.
308,1_kings_4_20,"Judah and Israel were many, as the sand which is by the sea in multitude, eating and drinking, and making merry."
309,leviticus_2_10,And that which is left of the meat offering shall be Aaron's and his sons': it is a thing most holy of the offerings of the LORD made by fire.
310,1_samuel_22_8,"That all of you have conspired against me, and there is none that sheweth me that my son hath made a league with the son of Jesse, and there is none of you that is sorry for me, or sheweth unto me that my son hath stirred up my servant against me, to lie in wait, as at this day?"
311,1_kings_7_45,"And the pots, and the shovels, and the basons: and all these vessels, which Hiram made to king Solomon for the house of the LORD, were of bright brass."
312,isaiah_15_9,"For the waters of Dimon shall be full of blood: for I will bring more upon Dimon, lions upon him that escapeth of Moab, and upon the remnant of the land."
313,luke_20_19,And the chief priests and the scribes the same hour sought to lay hands on him; and they feared the people: for they perceived that he had spoken this parable against them.
314,exodus_25_26,"And thou shalt make for it four rings of gold, and put the rings in the four corners that are on the four feet thereof."
315,ezekiel_43_14,"And from the bottom upon the ground even to the lower settle shall be two cubits, and the breadth one cubit; and from the lesser settle even to the greater settle shall be four cubits, and the breadth one cubit."
316,galatians_1_4,"Who gave himself for our sins, that he might deliver us from this present evil world, according to the will of God and our Father:"
317,1_chronicles_14_1,"Now Hiram king of Tyre sent messengers to David, and timber of cedars, with masons and carpenters, to build him an house."
318,2_chronicles_18_18,"Again he said, Therefore hear the word of the LORD; I saw the LORD sitting upon his throne, and all the host of heaven standing on his right hand and on his left."
319,1_kings_1_37,"As the LORD hath been with my lord the king, even so be he with Solomon, and make his throne greater than the throne of my lord king David."
320,luke_19_4,"And he ran before, and climbed up into a sycomore tree to see him: for he was to pass that way."
321,exodus_16_32,"And Moses said, This is the thing which the LORD commandeth, Fill an omer of it to be kept for your generations; that they may see the bread wherewith I have fed you in the wilderness, when I brought you forth from the land of Egypt."
322,deuteronomy_34_7,"And Moses was an hundred and twenty years old when he died: his eye was not dim, nor his natural force abated."
323,ezekiel_12_6,"In their sight shalt thou bear it upon thy shoulders, and carry it forth in the twilight: thou shalt cover thy face, that thou see not the ground: for I have set thee for a sign unto the house of Israel."
324,genesis_50_17,"So shall ye say unto Joseph, Forgive, I pray thee now, the trespass of thy brethren, and their sin; for they did unto thee evil: and now, we pray thee, forgive the trespass of the servants of the God of thy father. And Joseph wept when they spake unto him."
325,joel_2_5,"Like the noise of chariots on the tops of mountains shall they leap, like the noise of a flame of fire that devoureth the stubble, as a strong people set in battle array."
326,jeremiah_6_22,"Thus saith the LORD, Behold, a people cometh from the north country, and a great nation shall be raised from the sides of the earth."
327,2_chronicles_36_20,And them that had escaped from the sword carried he away to Babylon; where they were servants to him and his sons until the reign of the kingdom of Persia:
328,1_chronicles_8_9,"And he begat of Hodesh his wife, Jobab, and Zibia, and Mesha, and Malcham,"
329,numbers_35_11,"Then ye shall appoint you cities to be cities of refuge for you; that the slayer may flee thither, which killeth any person at unawares."
330,isaiah_10_33,"Behold, the Lord, the LORD of hosts, shall lop the bough with terror: and the high ones of stature shall be hewn down, and the haughty shall be humbled."
331,exodus_22_29,"Thou shalt not delay to offer the first of thy ripe fruits, and of thy liquors: the firstborn of thy sons shalt thou give unto me."
332,job_21_24,"His breasts are full of milk, and his bones are moistened with marrow."
333,1_chronicles_11_24,"These things did Benaiah the son of Jehoiada, and had the name among the three mighties."
334,leviticus_7_22,"And the LORD spake unto Moses, saying,"
335,romans_12_15,"Rejoice with them that do rejoice, and weep with them that weep."
336,revelation_20_10,"And the devil that deceived them was cast into the lake of fire and brimstone, where the beast and the false prophet are, and shall be tormented day and night for ever and ever."
337,1_kings_20_32,"So they girded sackcloth on their loins, and put ropes on their heads, and came to the king of Israel, and said, Thy servant Ben-hadad saith, I pray thee, let me live. And he said, Is he yet alive? he is my brother."
338,numbers_36_3,"And if they be married to any of the sons of the other tribes of the children of Israel, then shall their inheritance be taken from the inheritance of our fathers, and shall be put to the inheritance of the tribe whereunto they are received: so shall it be taken from the lot of our inheritance."
339,isaiah_29_23,"But when he seeth his children, the work of mine hands, in the midst of him, they shall sanctify my name, and sanctify the Holy One of Jacob, and shall fear the God of Israel."
340,hebrews_8_12,"For I will be merciful to their unrighteousness, and their sins and their iniquities will I remember no more."
341,1_peter_3_16,"Having a good conscience; that, whereas they speak evil of you, as of evildoers, they may be ashamed that falsely accuse your good conversation in Christ."
342,psalms_107_1,"O give thanks unto the LORD, for he is good: for his mercy endureth for ever."
343,2_corinthians_7_4,"Great is my boldness of speech toward you, great is my glorying of you: I am filled with comfort, I am exceeding joyful in all our tribulation."
344,psalms_137_7,"Remember, O LORD, the children of Edom in the day of Jerusalem; who said, Rase it, rase it, even to the foundation thereof."
345,1_kings_22_18,"And the king of Israel said unto Jehoshaphat, Did I not tell thee that he would prophesy no good concerning me, but evil?"
346,isaiah_16_3,"Take counsel, execute judgment; make thy shadow as the night in the midst of the noonday; hide the outcasts; bewray not him that wandereth."
347,genesis_32_14,"Two hundred she goats, and twenty he goats, two hundred ewes, and twenty rams,"
348,hosea_5_1,"Hear ye this, O priests; and hearken, ye house of Israel; and give ye ear, O house of the king; for judgment is toward you, because ye have been a snare on Mizpah, and a net spread upon Tabor."
349,luke_5_39,"No man also having drunk old wine straightway desireth new: for he saith, The old is better."
350,psalms_5_3,"My voice shalt thou hear in the morning, O LORD; in the morning will I direct my prayer unto thee, and will look up."
351,1_chronicles_12_20,"As he went to Ziklag, there fell to him of Manasseh, Adnah, and Jozabad, and Jediael, and Michael, and Jozabad, and Elihu, and Zilthai, captains of the thousands that were of Manasseh."
352,deuteronomy_17_6,"At the mouth of two witnesses, or three witnesses, shall he that is worthy of death be put to death; but at the mouth of one witness he shall not be put to death."
353,joel_2_14,"Who knoweth if he will return and repent, and leave a blessing behind him; even a meat offering and a drink offering unto the LORD your God?"
354,jude_1_1,"Jude, the servant of Jesus Christ, and brother of James, to them that are sanctified by God the Father, and preserved in Jesus Christ, and called:"
355,acts_16_17,"The same followed Paul and us, and cried, saying, These men are the servants of the most high God, which shew unto us the way of salvation."
356,nehemiah_10_30,"And that we would not give our daughters unto the people of the land, nor take their daughters for our sons:"
357,psalms_119_100,"I understand more than the ancients, because I keep thy precepts."
358,joel_2_10,"The earth shall quake before them; the heavens shall tremble: the sun and the moon shall be dark, and the stars shall withdraw their shining:"
359,joshua_2_13,"And that ye will save alive my father, and my mother, and my brethren, and my sisters, and all that they have, and deliver our lives from death."
360,mark_14_3,"And being in Bethany in the house of Simon the leper, as he sat at meat, there came a woman having an alabaster box of ointment of spikenard very precious; and she brake the box, and poured it on his head."
361,job_31_25,"If I rejoiced because my wealth was great, and because mine hand had gotten much;"
362,jeremiah_49_36,"And upon Elam will I bring the four winds from the four quarters of heaven, and will scatter them toward all those winds; and there shall be no nation whither the outcasts of Elam shall not come."
363,jeremiah_7_8,"Behold, ye trust in lying words, that cannot profit."
364,leviticus_26_42,"Then will I remember my covenant with Jacob, and also my covenant with Isaac, and also my covenant with Abraham will I remember; and I will remember the land."
365,hebrews_2_9,"But we see Jesus, who was made a little lower than the angels for the suffering of death, crowned with glory and honour; that he by the grace of God should taste death for every man."
366,esther_2_4,And let the maiden which pleaseth the king be queen instead of Vashti. And the thing pleased the king; and he did so.
367,mark_12_32,"And the scribe said unto him, Well, Master, thou hast said the truth: for there is one God; and there is none other but he:"
368,acts_27_26,Howbeit we must be cast upon a certain island.
369,genesis_32_8,"And said, If Esau come to the one company, and smite it, then the other company which is left shall escape."
370,isaiah_27_13,"And it shall come to pass in that day, that the great trumpet shall be blown, and they shall come which were ready to perish in the land of Assyria, and the outcasts in the land of Egypt, and shall worship the LORD in the holy mount at Jerusalem."
371,luke_2_9,"And, lo, the angel of the Lord came upon them, and the glory of the Lord shone round about them: and they were sore afraid."
372,daniel_4_1,"Nebuchadnezzar the king, unto all people, nations, and languages, that dwell in all the earth; Peace be multiplied unto you."
373,1_timothy_5_22,"Lay hands suddenly on no man, neither be partaker of other men's sins: keep thyself pure."
374,matthew_6_28,"And why take ye thought for raiment? Consider the lilies of the field, how they grow; they toil not, neither do they spin:"
375,matthew_6_18,"That thou appear not unto men to fast, but unto thy Father which is in secret: and thy Father, which seeth in secret, shall reward thee openly."
376,psalms_119_127,"Therefore I love thy commandments above gold; yea, above fine gold."
377,colossians_1_6,"Which is come unto you, as it is in all the world; and bringeth forth fruit, as it doth also in you, since the day ye heard of it, and knew the grace of God in truth:"
378,ecclesiastes_5_3,For a dream cometh through the multitude of business; and a fool's voice is known by multitude of words.
379,psalms_57_4,"My soul is among lions: and I lie even among them that are set on fire, even the sons of men, whose teeth are spears and arrows, and their tongue a sharp sword."
380,psalms_134_1,"Behold, bless ye the LORD, all ye servants of the LORD, which by night stand in the house of the LORD."
381,deuteronomy_8_14,"Then thine heart be lifted up, and thou forget the LORD thy God, which brought thee forth out of the land of Egypt, from the house of bondage;"
382,numbers_5_6,"Speak unto the children of Israel, When a man or woman shall commit any sin that men commit, to do a trespass against the LORD, and that person be guilty;"
383,psalms_18_21,"For I have kept the ways of the LORD, and have not wickedly departed from my God."
384,1_corinthians_3_8,Now he that planteth and he that watereth are one: and every man shall receive his own reward according to his own labour.
385,job_34_1,"Furthermore Elihu answered and said,"
386,romans_10_14,How then shall they call on him in whom they have not believed? and how shall they believe in him of whom they have not heard? and how shall they hear without a preacher?
387,hebrews_10_21,And having an high priest over the house of God;
388,1_kings_8_28,"Yet have thou respect unto the prayer of thy servant, and to his supplication, O LORD my God, to hearken unto the cry and to the prayer, which thy servant prayeth before thee to day:"
389,hebrews_7_11,"If therefore perfection were by the Levitical priesthood, (for under it the people received the law,) what further need was there that another priest should rise after the order of Melchisedec, and not be called after the order of Aaron?"
390,ezekiel_44_18,"They shall have linen bonnets upon their heads, and shall have linen breeches upon their loins; they shall not gird themselves with any thing that causeth sweat."
391,1_peter_5_5,"Likewise, ye younger, submit yourselves unto the elder. Yea, all of you be subject one to another, and be clothed with humility: for God resisteth the proud, and giveth grace to the humble."
392,titus_2_3,"The aged women likewise, that they be in behaviour as becometh holiness, not false accusers, not given to much wine, teachers of good things;"
393,psalms_33_21,"For our heart shall rejoice in him, because we have trusted in his holy name."
394,leviticus_7_34,"For the wave breast and the heave shoulder have I taken of the children of Israel from off the sacrifices of their peace offerings, and have given them unto Aaron the priest and unto his sons by a statute for ever from among the children of Israel."
395,mark_13_4,"Tell us, when shall these things be? and what shall be the sign when all these things shall be fulfilled?"
396,2_samuel_19_31,"And Barzillai the Gileadite came down from Rogelim, and went over Jordan with the king, to conduct him over Jordan."
397,job_38_36,Who hath put wisdom in the inward parts? or who hath given understanding to the heart?
398,2_timothy_4_2,"Preach the word; be instant in season, out of season; reprove, rebuke, exhort with all longsuffering and doctrine."
399,titus_2_8,"Sound speech, that cannot be condemned; that he that is of the contrary part may be ashamed, having no evil thing to say of you."
400,luke_1_7,"And they had no child, because that Elisabeth was barren, and they both were now well stricken in years."
401,acts_18_21,"But bade them farewell, saying, I must by all means keep this feast that cometh in Jerusalem: but I will return again unto you, if God will. And he sailed from Ephesus."
402,psalms_119_155,Salvation is far from the wicked: for they seek not thy statutes.
403,genesis_45_15,"Moreover he kissed all his brethren, and wept upon them: and after that his brethren talked with him."
404,2_chronicles_34_4,"And they brake down the altars of Baalim in his presence; and the images, that were on high above them, he cut down; and the groves, and the carved images, and the molten images, he brake in pieces, and made dust of them, and strowed it upon the graves of them that had sacrificed unto them."
405,revelation_11_6,"These have power to shut heaven, that it rain not in the days of their prophecy: and have power over waters to turn them to blood, and to smite the earth with all plagues, as often as they will."
406,psalms_56_12,"Thy vows are upon me, O God: I will render praises unto thee."
407,psalms_33_15,He fashioneth their hearts alike; he considereth all their works.
408,psalms_98_8,Let the floods clap their hands: let the hills be joyful together
409,judges_6_6,And Israel was greatly impoverished because of the Midianites; and the children of Israel cried unto the LORD.
410,exodus_32_28,And the children of Levi did according to the word of Moses: and there fell of the people that day about three thousand men.
411,genesis_25_9,"And his sons Isaac and Ishmael buried him in the cave of Machpelah, in the field of Ephron the son of Zohar the Hittite, which is before Mamre;"
412,luke_16_17,"And it is easier for heaven and earth to pass, than one tittle of the law to fail."
413,jeremiah_44_4,"Howbeit I sent unto you all my servants the prophets, rising early and sending them, saying, Oh, do not this abominable thing that I hate."
414,2_corinthians_11_25,"Thrice was I beaten with rods, once was I stoned, thrice I suffered shipwreck, a night and a day I have been in the deep;"
415,leviticus_26_38,"And ye shall perish among the heathen, and the land of your enemies shall eat you up."
416,deuteronomy_6_11,"And houses full of all good things, which thou filledst not, and wells digged, which thou diggedst not, vineyards and olive trees, which thou plantedst not; when thou shalt have eaten and be full;"
417,2_kings_15_8,In the thirty and eighth year of Azariah king of Judah did Zachariah the son of Jeroboam reign over Israel in Samaria six months.
418,ezekiel_21_13,"Because it is a trial, and what if the sword contemn even the rod? it shall be no more, saith the Lord GOD."
419,luke_11_52,"Woe unto you, lawyers! for ye have taken away the key of knowledge: ye entered not in yourselves, and them that were entering in ye hindered."
420,genesis_30_21,"And afterwards she bare a daughter, and called her name Dinah."
421,genesis_41_21,"And when they had eaten them up, it could not be known that they had eaten them; but they were still ill favoured, as at the beginning. So I awoke."
422,genesis_13_1,"And Abram went up out of Egypt, he, and his wife, and all that he had, and Lot with him, into the south."
423,proverbs_15_2,The tongue of the wise useth knowledge aright: but the mouth of fools poureth out foolishness.
424,2_chronicles_20_16,"To morrow go ye down against them: behold, they come up by the cliff of Ziz; and ye shall find them at the end of the brook, before the wilderness of Jeruel."
425,1_corinthians_15_45,"And so it is written, The first man Adam was made a living soul; the last Adam was made a quickening spirit."
426,1_samuel_25_17,"Now therefore know and consider what thou wilt do; for evil is determined against our master, and against all his household: for he is such a son of Belial, that a man cannot speak to him."
427,jeremiah_32_38,"And they shall be my people, and I will be their God:"
428,2_timothy_3_17,"That the man of God may be perfect, throughly furnished unto all good works."
429,jeremiah_52_8,"But the army of the Chaldeans pursued after the king, and overtook Zedekiah in the plains of Jericho; and all his army was scattered from him."
430,ezekiel_11_18,"And they shall come thither, and they shall take away all the detestable things thereof and all the abominations thereof from thence."
431,2_samuel_19_29,"And the king said unto him, Why speakest thou any more of thy matters? I have said, Thou and Ziba divide the land."
432,numbers_31_21,"And Eleazar the priest said unto the men of war which went to the battle, This is the ordinance of the law which the LORD commanded Moses;"
433,genesis_30_24,"And she called his name Joseph; and said, The LORD shall add to me another son."
434,acts_8_35,"Then Philip opened his mouth, and began at the same scripture, and preached unto him Jesus."
435,ezekiel_9_4,"And the LORD said unto him, Go through the midst of the city, through the midst of Jerusalem, and set a mark upon the foreheads of the men that sigh and that cry for all the abominations that be done in the midst thereof."
436,1_chronicles_6_59,"And Ashan with her suburbs, and Beth-shemesh with her suburbs:"
437,2_chronicles_2_9,Even to prepare me timber in abundance: for the house which I am about to build shall be wonderful great.
438,deuteronomy_16_12,And thou shalt remember that thou wast a bondman in Egypt: and thou shalt observe and do these statutes.
439,proverbs_16_23,"The heart of the wise teacheth his mouth, and addeth learning to his lips."
440,proverbs_30_28,"The spider taketh hold with her hands, and is in kings' palaces."
441,matthew_27_51,"And, behold, the veil of the temple was rent in twain from the top to the bottom; and the earth did quake, and the rocks rent;"
442,psalms_94_21,"They gather themselves together against the soul of the righteous, and condemn the innocent blood."
443,job_4_14,"Fear came upon me, and trembling, which made all my bones to shake."
444,isaiah_14_24,"The LORD of hosts hath sworn, saying, Surely as I have thought, so shall it come to pass; and as I have purposed, so shall it stand:"
445,1_peter_3_17,"For it is better, if the will of God be so, that ye suffer for well doing, than for evil doing."
446,judges_11_4,"And it came to pass in process of time, that the children of Ammon made war against Israel."
447,exodus_40_34,"Then a cloud covered the tent of the congregation, and the glory of the LORD filled the tabernacle."
448,2_kings_15_18,"And he did that which was evil in the sight of the LORD: he departed not all his days from the sins of Jeroboam the son of Nebat, who made Israel to sin."
449,daniel_1_16,"Thus Melzar took away the portion of their meat, and the wine that they should drink; and gave them pulse."
450,job_29_12,"Because I delivered the poor that cried, and the fatherless, and him that had none to help him."
451,genesis_44_5,"Is not this it in which my lord drinketh, and whereby indeed he divineth? ye have done evil in so doing."
452,exodus_27_15,"And on the other side shall be hangings fifteen cubits: their pillars three, and their sockets three."
453,2_kings_19_35,"And it came to pass that night, that the angel of the LORD went out, and smote in the camp of the Assyrians an hundred fourscore and five thousand: and when they arose early in the morning, behold, they were all dead corpses."
454,mark_2_12,"And immediately he arose, took up the bed, and went forth before them all; insomuch that they were all amazed, and glorified God, saying, We never saw it on this fashion."
455,1_kings_6_3,"And the porch before the temple of the house, twenty cubits was the length thereof, according to the breadth of the house; and ten cubits was the breadth thereof before the house."
456,psalms_18_35,"Thou hast also given me the shield of thy salvation: and thy right hand hath holden me up, and thy gentleness hath made me great."
457,2_chronicles_4_16,"The pots also, and the shovels, and the fleshhooks, and all their instruments, did Huram his father make to king Solomon for the house of the LORD of bright brass."
458,john_10_37,"If I do not the works of my Father, believe me not."
459,jeremiah_31_14,"And I will satiate the soul of the priests with fatness, and my people shall be satisfied with my goodness, saith the LORD."
460,proverbs_11_25,The liberal soul shall be made fat: and he that watereth shall be watered also himself.
461,nehemiah_6_8,"Then I sent unto him, saying, There are no such things done as thou sayest, but thou feignest them out of thine own heart."
462,psalms_119_126,"It is time for thee, LORD, to work: for they have made void thy law."
463,nahum_3_8,"Art thou better than populous No, that was situate among the rivers, that had the waters round about it, whose rampart was the sea, and her wall was from the sea?"
464,numbers_34_4,"And your border shall turn from the south to the ascent of Akrabbim, and pass on to Zin: and the going forth thereof shall be from the south to Kadesh-barnea, and shall go on to Hazar-addar, and pass on to Azmon:"
465,luke_23_8,"And when Herod saw Jesus, he was exceeding glad: for he was desirous to see him of a long season, because he had heard many things of him; and he hoped to have seen some miracle done by him."
466,daniel_6_7,"All the presidents of the kingdom, the governors, and the princes, the counsellors, and the captains, have consulted together to establish a royal statute, and to make a firm decree, that whosoever shall ask a petition of any God or man for thirty days, save of thee, O king, he shall be cast into the den of lions."
467,acts_4_25,"Who by the mouth of thy servant David hast said, Why did the heathen rage, and the people imagine vain things?"
468,deuteronomy_23_9,"When the host goeth forth against thine enemies, then keep thee from every wicked thing."
469,1_chronicles_1_40,"The sons of Shobal; Alian, and Manahath, and Ebal, Shephi, and Onam. And the sons of Zibeon; Aiah, and Anah."
470,2_kings_13_22,But Hazael king of Syria oppressed Israel all the days of Jehoahaz.
471,job_38_30,"The waters are hid as with a stone, and the face of the deep is frozen."
472,2_corinthians_12_15,"And I will very gladly spend and be spent for you; though the more abundantly I love you, the less I be loved."
473,jeremiah_6_13,For from the least of them even unto the greatest of them every one is given to covetousness; and from the prophet even unto the priest every one dealeth falsely.
474,job_41_4,Will he make a covenant with thee? wilt thou take him for a servant for ever?
475,proverbs_8_28,When he established the clouds above: when he strengthened the fountains of the deep:
476,2_chronicles_18_8,"And the king of Israel called for one of his officers, and said, Fetch quickly Micaiah the son of Imla."
477,acts_19_27,"So that not only this our craft is in danger to be set at nought; but also that the temple of the great goddess Diana should be despised, and her magnificence should be destroyed, whom all Asia and the world worshippeth."
478,daniel_11_4,"And when he shall stand up, his kingdom shall be broken, and shall be divided toward the four winds of heaven; and not to his posterity, nor according to his dominion which he ruled: for his kingdom shall be plucked up, even for others beside those."
479,deuteronomy_30_9,"And the LORD thy God will make thee plenteous in every work of thine hand, in the fruit of thy body, and in the fruit of thy cattle, and in the fruit of thy land, for good: for the LORD will again rejoice over thee for good, as he rejoiced over thy fathers:"
480,exodus_4_14,"And the anger of the LORD was kindled against Moses, and he said, Is not Aaron the Levite thy brother? I know that he can speak well. And also, behold, he cometh forth to meet thee: and when he seeth thee, he will be glad in his heart."
481,1_samuel_9_16,"To morrow about this time I will send thee a man out of the land of Benjamin, and thou shalt anoint him to be captain over my people Israel, that he may save my people out of the hand of the Philistines: for I have looked upon my people, because their cry is come unto me."
482,genesis_34_19,"And the young man deferred not to do the thing, because he had delight in Jacob's daughter: and he was more honourable than all the house of his father."
483,deuteronomy_4_40,"Thou shalt keep therefore his statutes, and his commandments, which I command thee this day, that it may go well with thee, and with thy children after thee, and that thou mayest prolong thy days upon the earth, which the LORD thy God giveth thee, for ever."
