id,verse_id,verse
240,jeremiah_32_42,"For thus saith the LORD; Like as I have brought all this great evil upon this people, so will I bring upon them all the good that I have promised them."
241,ezra_3_3,"And they set the altar upon his bases; for fear was upon them because of the people of those countries: and they offered burnt offerings thereon unto the LORD, even burnt offerings morning and evening."
242,micah_1_10,"Declare ye it not at Gath, weep ye not at all: in the house of Aphrah roll thyself in the dust."
243,deuteronomy_34_8,And the children of Israel wept for Moses in the plains of Moab thirty days: so the days of weeping and mourning for Moses were ended.
244,numbers_11_33,"And while the flesh was yet between their teeth, ere it was chewed, the wrath of the LORD was kindled against the people, and the LORD smote the people with a very great plague."
245,1_john_4_19,"We love him, because he first loved us."
246,psalms_72_16,There shall be an handful of corn in the earth upon the top of the mountains; the fruit thereof shall shake like Lebanon: and they of the city shall flourish like grass of the earth.
247,proverbs_8_28,When he established the clouds above: when he strengthened the fountains of the deep:
248,numbers_22_14,"And the princes of Moab rose up, and they went unto Balak, and said, Balaam refuseth to come with us."
249,2_chronicles_24_7,"For the sons of Athaliah, that wicked woman, had broken up the house of God; and also all the dedicated things of the house of the LORD did they bestow upon Baalim."
250,isaiah_36_21,"But they held their peace, and answered him not a word: for the king's commandment was, saying, Answer him not."
251,matthew_27_19,"When he was set down on the judgment seat, his wife sent unto him, saying, Have thou nothing to do with that just man: for I have suffered many things this day in a dream because of him."
252,1_kings_18_6,"So they divided the land between them to pass throughout it: Ahab went one way by himself, and Obadiah went another way by himself."
253,job_26_8,He bindeth up the waters in his thick clouds; and the cloud is not rent under them.
254,matthew_5_17,"Think not that I am come to destroy the law, or the prophets: I am not come to destroy, but to fulfil."
255,judges_12_5,"And the Gileadites took the passages of Jordan before the Ephraimites: and it was so, that when those Ephraimites which were escaped said, Let me go over; that the men of Gilead said unto him, Art thou an Ephraimite? If he said, Nay;"
256,genesis_41_16,"And Joseph answered Pharaoh, saying, It is not in me: God shall give Pharaoh an answer of peace."
257,mark_3_1,And he entered again into the synagogue; and there was a man there which had a withered hand.
258,leviticus_17_1,"And the LORD spake unto Moses, saying,"
259,zephaniah_1_4,"I will also stretch out mine hand upon Judah, and upon all the inhabitants of Jerusalem; and I will cut off the remnant of Baal from this place, and the name of the Chemarims with the priests;"
260,ezekiel_26_11,"With the hoofs of his horses shall he tread down all thy streets: he shall slay thy people by the sword, and thy strong garrisons shall go down to the ground."
261,luke_9_42,"And as he was yet a coming, the devil threw him down, and tare him. And Jesus rebuked the unclean spirit, and healed the child, and delivered him again to his father."
262,2_samuel_11_20,"And if so be that the king's wrath arise, and he say unto thee, Wherefore approached ye so nigh unto the city when ye did fight? knew ye not that they would shoot from the wall?"
263,lamentations_2_15,"All that pass by clap their hands at thee; they hiss and wag their head at the daughter of Jerusalem, saying, Is this the city that men call The perfection of beauty, The joy of the whole earth?"
264,2_samuel_6_6,"And when they came to Nachon's threshingfloor, Uzzah put forth his hand to the ark of God, and took hold of it; for the oxen shook it."
265,zechariah_2_4,"And said unto him, Run, speak to this young man, saying, Jerusalem shall be inhabited as towns without walls for the multitude of men and cattle therein:"
266,psalms_48_8,"As we have heard, so have we seen in the city of the LORD of hosts, in the city of our God: God will establish it for ever. Selah."
267,2_peter_2_12,"But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;"
268,jeremiah_6_13,For from the least of them even unto the greatest of them every one is given to covetousness; and from the prophet even unto the priest every one dealeth falsely.
269,numbers_36_9,Neither shall the inheritance remove from one tribe to another tribe; but every one of the tribes of the children of Israel shall keep himself to his own inheritance.
270,2_samuel_22_27,With the pure thou wilt shew thyself pure; and with the froward thou wilt shew thyself unsavoury.
271,ezekiel_12_10,"Say thou unto them, Thus saith the Lord GOD; This burden concerneth the prince in Jerusalem, and all the house of Israel that are among them."
272,1_chronicles_16_6,Benaiah also and Jahaziel the priests with trumpets continually before the ark of the covenant of God.
273,revelation_22_8,"And I John saw these things, and heard them. And when I had heard and seen, I fell down to worship before the feet of the angel which shewed me these things."
274,mark_12_27,"He is not the God of the dead, but the God of the living: ye therefore do greatly err."
275,deuteronomy_21_17,"But he shall acknowledge the son of the hated for the firstborn, by giving him a double portion of all that he hath: for he is the beginning of his strength; the right of the firstborn is his."
276,job_17_5,"He that speaketh flattery to his friends, even the eyes of his children shall fail."
277,john_1_11,"He came unto his own, and his own received him not."
278,job_32_5,"When Elihu saw that there was no answer in the mouth of these three men, then his wrath was kindled."
279,psalms_121_6,"The sun shall not smite thee by day, nor the moon by night."
280,leviticus_15_13,"And when he that hath an issue is cleansed of his issue; then he shall number to himself seven days for his cleansing, and wash his clothes, and bathe his flesh in running water, and shall be clean."
281,jeremiah_12_16,"And it shall come to pass, if they will diligently learn the ways of my people, to swear by my name, The LORD liveth; as they taught my people to swear by Baal; then shall they be built in the midst of my people."
282,job_41_31,He maketh the deep to boil like a pot: he maketh the sea like a pot of ointment.
283,numbers_3_39,"All that were numbered of the Levites, which Moses and Aaron numbered at the commandment of the LORD, throughout their families, all the males from a month old and upward, were twenty and two thousand."
284,galatians_6_9,"And let us not be weary in well doing: for in due season we shall reap, if we faint not."
285,2_samuel_6_12,"And it was told king David, saying, The LORD hath blessed the house of Obed-edom, and all that pertaineth unto him, because of the ark of God. So David went and brought up the ark of God from the house of Obed-edom into the city of David with gladness."
286,hebrews_13_20,"Now the God of peace, that brought again from the dead our Lord Jesus, that great shepherd of the sheep, through the blood of the everlasting covenant,"
287,proverbs_23_10,Remove not the old landmark; and enter not into the fields of the fatherless:
288,numbers_23_4,"And God met Balaam: and he said unto him, I have prepared seven altars, and I have offered upon every altar a bullock and a ram."
289,genesis_29_12,"And Jacob told Rachel that he was her father's brother, and that he was Rebekah's son: and she ran and told her father."
290,2_corinthians_3_2,"Ye are our epistle written in our hearts, known and read of all men:"
291,deuteronomy_27_12,"These shall stand upon mount Gerizim to bless the people, when ye are come over Jordan; Simeon, and Levi, and Judah, and Issachar, and Joseph, and Benjamin:"
292,1_corinthians_9_1,Am I not an apostle? am I not free? have I not seen Jesus Christ our Lord? are not ye my work in the Lord?
293,jeremiah_32_43,"And fields shall be bought in this land, whereof ye say, It is desolate without man or beast; it is given into the hand of the Chaldeans."
294,genesis_1_16,"And God made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also."
295,1_chronicles_19_2,"And David said, I will shew kindness unto Hanun the son of Nahash, because his father shewed kindness to me. And David sent messengers to comfort him concerning his father. So the servants of David came into the land of the children of Ammon to Hanun, to comfort him."
296,jeremiah_6_19,"Hear, O earth: behold, I will bring evil upon this people, even the fruit of their thoughts, because they have not hearkened unto my words, nor to my law, but rejected it."
297,ezekiel_32_12,"By the swords of the mighty will I cause thy multitude to fall, the terrible of the nations, all of them: and they shall spoil the pomp of Egypt, and all the multitude thereof shall be destroyed."
298,luke_9_13,"But he said unto them, Give ye them to eat. And they said, We have no more but five loaves and two fishes; except we should go and buy meat for all this people."
299,isaiah_66_21,"And I will also take of them for priests and for Levites, saith the LORD."
300,numbers_16_25,And Moses rose up and went unto Dathan and Abiram; and the elders of Israel followed him.
301,ephesians_6_20,"For which I am an ambassador in bonds: that therein I may speak boldly, as I ought to speak."
302,genesis_30_39,"And the flocks conceived before the rods, and brought forth cattle ringstraked, speckled, and spotted."
303,john_13_37,"Peter said unto him, Lord, why cannot I follow thee now? I will lay down my life for thy sake."
304,numbers_32_40,And Moses gave Gilead unto Machir the son of Manasseh; and he dwelt therein.
305,job_21_18,"They are as stubble before the wind, and as chaff that the storm carrieth away."
306,joshua_12_4,"And the coast of Og king of Bashan, which was of the remnant of the giants, that dwelt at Ashtaroth and at Edrei,"
307,jeremiah_17_14,"Heal me, O LORD, and I shall be healed; save me, and I shall be saved: for thou art my praise."
308,ezekiel_43_3,"And it was according to the appearance of the vision which I saw, even according to the vision that I saw when I came to destroy the city: and the visions were like the vision that I saw by the river Chebar; and I fell upon my face."
309,1_chronicles_24_19,"These were the orderings of them in their service to come into the house of the LORD, according to their manner, under Aaron their father, as the LORD God of Israel had commanded him."
310,2_chronicles_18_3,"And Ahab king of Israel said unto Jehoshaphat king of Judah, Wilt thou go with me to Ramoth-gilead? And he answered him, I am as thou art, and my people as thy people; and we will be with thee in the war."
311,psalms_43_1,"Judge me, O God, and plead my cause against an ungodly nation: O deliver me from the deceitful and unjust man."
312,matthew_13_13,"Therefore speak I to them in parables: because they seeing see not; and hearing they hear not, neither do they understand."
313,matthew_21_26,"But if we shall say, Of men; we fear the people; for all hold John as a prophet."
314,jeremiah_49_13,"For I have sworn by myself, saith the LORD, that Bozrah shall become a desolation, a reproach, a waste, and a curse; and all the cities thereof shall be perpetual wastes."
315,genesis_31_16,"For all the riches which God hath taken from our father, that is ours, and our children's: now then, whatsoever God hath said unto thee, do."
316,john_4_32,"But he said unto them, I have meat to eat that ye know not of."
317,ezekiel_44_2,"Then said the LORD unto me; This gate shall be shut, it shall not be opened, and no man shall enter in by it; because the LORD, the God of Israel, hath entered in by it, therefore it shall be shut."
318,1_kings_12_9,"And he said unto them, What counsel give ye that we may answer this people, who have spoken to me, saying, Make the yoke which thy father did put upon us lighter?"
319,john_13_1,"Now before the feast of the passover, when Jesus knew that his hour was come that he should depart out of this world unto the Father, having loved his own which were in the world, he loved them unto the end."
320,judges_12_2,"And Jephthah said unto them, I and my people were at great strife with the children of Ammon; and when I called you, ye delivered me not out of their hands."
321,ezra_8_5,"Of the sons of Shechaniah; the son of Jahaziel, and with him three hundred males."
322,exodus_27_12,"And for the breadth of the court on the west side shall be hangings of fifty cubits: their pillars ten, and their sockets ten."
323,1_chronicles_16_3,"And he dealt to every one of Israel, both man and woman, to every one a loaf of bread, and a good piece of flesh, and a flagon of wine."
324,1_samuel_25_9,"And when David's young men came, they spake to Nabal according to all those words in the name of David, and ceased."
325,micah_3_7,"Then shall the seers be ashamed, and the diviners confounded: yea, they shall all cover their lips; for there is no answer of God."
326,2_chronicles_32_20,"And for this cause Hezekiah the king, and the prophet Isaiah the son of Amoz, prayed and cried to heaven."
327,deuteronomy_32_39,"See now that I, even I, am he, and there is no god with me: I kill, and I make alive; I wound, and I heal: neither is there any that can deliver out of my hand."
328,ezra_6_1,"Then Darius the king made a decree, and search was made in the house of the rolls, where the treasures were laid up in Babylon."
329,1_samuel_23_5,"So David and his men went to Keilah, and fought with the Philistines, and brought away their cattle, and smote them with a great slaughter. So David saved the inhabitants of Keilah."
330,colossians_2_8,"Beware lest any man spoil you through philosophy and vain deceit, after the tradition of men, after the rudiments of the world, and not after Christ."
331,2_chronicles_8_11,"And Solomon brought up the daughter of Pharaoh out of the city of David unto the house that he had built for her: for he said, My wife shall not dwell in the house of David king of Israel, because the places are holy, whereunto the ark of the LORD hath come."
332,proverbs_30_32,"If thou hast done foolishly in lifting up thyself, or if thou hast thought evil, lay thine hand upon thy mouth."
333,psalms_119_62,At midnight I will rise to give thanks unto thee because of thy righteous judgments.
334,revelation_22_2,"In the midst of the street of it, and on either side of the river, was there the tree of life, which bare twelve manner of fruits, and yielded her fruit every month: and the leaves of the tree were for the healing of the nations."
335,job_9_8,"Which alone spreadeth out the heavens, and treadeth upon the waves of the sea."
336,matthew_13_55,"Is not this the carpenter's son? is not his mother called Mary? and his brethren, James, and Joses, and Simon, and Judas?"
337,john_11_49,"And one of them, named Caiaphas, being the high priest that same year, said unto them, Ye know nothing at all,"
338,psalms_136_1,O give thanks unto the LORD; for he is good: for his mercy endureth for ever.
339,hebrews_12_2,"Looking unto Jesus the author and finisher of our faith; who for the joy that was set before him endured the cross, despising the shame, and is set down at the right hand of the throne of God."
340,1_kings_22_21,"And there came forth a spirit, and stood before the LORD, and said, I will persuade him."
341,1_kings_22_28,"And Micaiah said, If thou return at all in peace, the LORD hath not spoken by me. And he said, Hearken, O people, every one of you."
342,1_chronicles_11_22,"Benaiah the son of Jehoiada, the son of a valiant man of Kabzeel, who had done many acts; he slew two lionlike men of Moab: also he went down and slew a lion in a pit in a snowy day."
343,deuteronomy_14_23,"And thou shalt eat before the LORD thy God, in the place which he shall choose to place his name there, the tithe of thy corn, of thy wine, and of thine oil, and the firstlings of thy herds and of thy flocks; that thou mayest learn to fear the LORD thy God always."
344,ezekiel_27_36,"The merchants among the people shall hiss at thee; thou shalt be a terror, and never shalt be any more."
345,luke_23_25,"And he released unto them him that for sedition and murder was cast into prison, whom they had desired; but he delivered Jesus to their will."
346,luke_5_20,"And when he saw their faith, he said unto him, Man, thy sins are forgiven thee."
347,genesis_10_12,And Resen between Nineveh and Calah: the same is a great city.
348,exodus_25_24,"And thou shalt overlay it with pure gold, and make thereto a crown of gold round about."
349,job_2_10,"But he said unto her, Thou speakest as one of the foolish women speaketh. What? shall we receive good at the hand of God, and shall we not receive evil? In all this did not Job sin with his lips."
350,acts_14_23,"And when they had ordained them elders in every church, and had prayed with fasting, they commended them to the Lord, on whom they believed."
351,1_chronicles_3_8,"And Elishama, and Eliada, and Eliphelet, nine."
352,luke_24_20,"And how the chief priests and our rulers delivered him to be condemned to death, and have crucified him."
353,2_kings_6_1,"And the sons of the prophets said unto Elisha, Behold now, the place where we dwell with thee is too strait for us."
354,2_kings_4_6,"And it came to pass, when the vessels were full, that she said unto her son, Bring me yet a vessel. And he said unto her, There is not a vessel more. And the oil stayed."
355,leviticus_26_45,"But I will for their sakes remember the covenant of their ancestors, whom I brought forth out of the land of Egypt in the sight of the heathen, that I might be their God: I am the LORD."
356,jeremiah_7_1,"The word that came to Jeremiah from the LORD, saying,"
357,acts_13_43,"Now when the congregation was broken up, many of the Jews and religious proselytes followed Paul and Barnabas: who, speaking to them, persuaded them to continue in the grace of God."
358,proverbs_20_16,Take his garment that is surety for a stranger: and take a pledge of him for a strange woman.
359,zechariah_4_7,"Who art thou, O great mountain? before Zerubbabel thou shalt become a plain: and he shall bring forth the headstone thereof with shoutings, crying, Grace, grace unto it."
360,proverbs_19_16,He that keepeth the commandment keepeth his own soul; but he that despiseth his ways shall die.
361,2_samuel_13_35,"And Jonadab said unto the king, Behold, the king's sons come: as thy servant said, so it is."
362,luke_11_11,"If a son shall ask bread of any of you that is a father, will he give him a stone? or if he ask a fish, will he for a fish give him a serpent?"
363,ezekiel_18_1,"The word of the LORD came unto me again, saying,"
364,judges_17_8,"And the man departed out of the city from Bethlehemjudah to sojourn where he could find a place: and he came to mount Ephraim to the house of Micah, as he journeyed."
365,exodus_26_16,"Ten cubits shall be the length of a board, and a cubit and a half shall be the breadth of one board."
366,matthew_25_40,"And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me."
367,psalms_31_12,I am forgotten as a dead man out of mind: I am like a broken vessel.
368,psalms_71_16,"I will go in the strength of the Lord GOD: I will make mention of thy righteousness, even of thine only."
369,ezekiel_48_24,"And by the border of Benjamin, from the east side unto the west side, Simeon shall have a portion."
370,ezekiel_7_19,"They shall cast their silver in the streets, and their gold shall be removed: their silver and their gold shall not be able to deliver them in the day of the wrath of the LORD: they shall not satisfy their souls, neither fill their bowels: because it is the stumblingblock of their iniquity."
371,1_kings_22_38,And one washed the chariot in the pool of Samaria; and the dogs licked up his blood; and they washed his armour; according unto the word of the LORD which he spake.
372,genesis_6_9,"These are the generations of Noah: Noah was a just man and perfect in his generations, and Noah walked with God."
373,luke_12_10,"And whosoever shall speak a word against the Son of man, it shall be forgiven him: but unto him that blasphemeth against the Holy Ghost it shall not be forgiven."
374,galatians_3_22,"But the scripture hath concluded all under sin, that the promise by faith of Jesus Christ might be given to them that believe."
375,leviticus_23_39,"Also in the fifteenth day of the seventh month, when ye have gathered in the fruit of the land, ye shall keep a feast unto the LORD seven days: on the first day shall be a sabbath, and on the eighth day shall be a sabbath."
376,isaiah_28_27,"For the fitches are not threshed with a threshing instrument, neither is a cart wheel turned about upon the cummin; but the fitches are beaten out with a staff, and the cummin with a rod."
377,2_samuel_20_7,"And there went out after him Joab's men, and the Cherethites, and the Pelethites, and all the mighty men: and they went out of Jerusalem, to pursue after Sheba the son of Bichri."
378,deuteronomy_16_8,Six days thou shalt eat unleavened bread: and on the seventh day shall be a solemn assembly to the LORD thy God: thou shalt do no work therein.
379,1_chronicles_3_18,"Malchiram also, and Pedaiah, and Shenazar, Jecamiah, Hoshama, and Nedabiah."
380,2_thessalonians_3_1,"Finally, brethren, pray for us, that the word of the Lord may have free course, and be glorified, even as it is with you:"
381,1_kings_7_44,"And one sea, and twelve oxen under the sea;"
382,numbers_10_27,And over the host of the tribe of the children of Naphtali was Ahira the son of Enan.
383,1_chronicles_23_3,"Now the Levites were numbered from the age of thirty years and upward: and their number by their polls, man by man, was thirty and eight thousand."
384,2_chronicles_18_2,"And after certain years he went down to Ahab to Samaria. And Ahab killed sheep and oxen for him in abundance, and for the people that he had with him, and persuaded him to go up with him to Ramoth-gilead."
385,1_kings_21_26,"And he did very abominably in following idols, according to all things as did the Amorites, whom the LORD cast out before the children of Israel."
386,ezra_10_24,"Of the singers also; Eliashib: and of the porters; Shallum, and Telem, and Uri."
387,ezekiel_20_49,"Then said I, Ah Lord GOD! they say of me, Doth he not speak parables?"
388,judges_4_7,"And I will draw unto thee to the river Kishon Sisera, the captain of Jabin's army, with his chariots and his multitude; and I will deliver him into thine hand."
389,1_samuel_6_6,"Wherefore then do ye harden your hearts, as the Egyptians and Pharaoh hardened their hearts? when he had wrought wonderfully among them, did they not let the people go, and they departed?"
390,2_chronicles_2_15,"Now therefore the wheat, and the barley, the oil, and the wine, which my lord hath spoken of, let him send unto his servants:"
391,revelation_20_11,"And I saw a great white throne, and him that sat on it, from whose face the earth and the heaven fled away; and there was found no place for them."
392,exodus_30_35,"And thou shalt make it a perfume, a confection after the art of the apothecary, tempered together, pure and holy:"
393,psalms_32_1,"Blessed is he whose transgression is forgiven, whose sin is covered."
394,judges_19_25,"But the men would not hearken to him: so the man took his concubine, and brought her forth unto them; and they knew her, and abused her all the night until the morning: and when the day began to spring, they let her go."
395,1_corinthians_9_26,"I therefore so run, not as uncertainly; so fight I, not as one that beateth the air:"
396,1_corinthians_7_40,"But she is happier if she so abide, after my judgment: and I think also that I have the Spirit of God."
397,numbers_8_17,"For all the firstborn of the children of Israel are mine, both man and beast: on the day that I smote every firstborn in the land of Egypt I sanctified them for myself."
398,job_31_35,"Oh that one would hear me! behold, my desire is, that the Almighty would answer me, and that mine adversary had written a book."
399,numbers_10_18,And the standard of the camp of Reuben set forward according to their armies: and over his host was Elizur the son of Shedeur.
400,luke_13_14,"And the ruler of the synagogue answered with indignation, because that Jesus had healed on the sabbath day, and said unto the people, There are six days in which men ought to work: in them therefore come and be healed, and not on the sabbath day."
401,ephesians_2_16,"And that he might reconcile both unto God in one body by the cross, having slain the enmity thereby:"
402,1_chronicles_9_24,"In four quarters were the porters, toward the east, west, north, and south."
403,acts_8_19,"Saying, Give me also this power, that on whomsoever I lay hands, he may receive the Holy Ghost."
404,psalms_2_3,"Let us break their bands asunder, and cast away their cords from us."
405,2_chronicles_15_7,"Be ye strong therefore, and let not your hands be weak: for your work shall be rewarded."
406,isaiah_46_1,"Bel boweth down, Nebo stoopeth, their idols were upon the beasts, and upon the cattle: your carriages were heavy loaden; they are a burden to the weary beast."
407,deuteronomy_10_8,"At that time the LORD separated the tribe of Levi, to bear the ark of the covenant of the LORD, to stand before the LORD to minister unto him, and to bless in his name, unto this day."
408,1_samuel_18_10,"And it came to pass on the morrow, that the evil spirit from God came upon Saul, and he prophesied in the midst of the house: and David played with his hand, as at other times: and there was a javelin in Saul's hand."
409,proverbs_7_3,"Bind them upon thy fingers, write them upon the table of thine heart."
410,numbers_35_28,Because he should have remained in the city of his refuge until the death of the high priest: but after the death of the high priest the slayer shall return into the land of his possession.
411,jeremiah_43_8,"Then came the word of the LORD unto Jeremiah in Tahpanhes, saying,"
412,habakkuk_3_13,"Thou wentest forth for the salvation of thy people, even for salvation with thine anointed; thou woundedst the head out of the house of the wicked, by discovering the foundation unto the neck. Selah."
413,exodus_4_22,"And thou shalt say unto Pharaoh, Thus saith the LORD, Israel is my son, even my firstborn:"
414,ezekiel_16_5,"None eye pitied thee, to do any of these unto thee, to have compassion upon thee; but thou wast cast out in the open field, to the lothing of thy person, in the day that thou wast born."
415,exodus_9_23,"And Moses stretched forth his rod toward heaven: and the LORD sent thunder and hail, and the fire ran along upon the ground; and the LORD rained hail upon the land of Egypt."
416,john_6_60,"Many therefore of his disciples, when they had heard this, said, This is an hard saying; who can hear it?"
417,nehemiah_2_11,"So I came to Jerusalem, and was there three days."
418,amos_5_26,"But ye have borne the tabernacle of your Moloch and Chiun your images, the star of your god, which ye made to yourselves."
419,exodus_22_4,"If the theft be certainly found in his hand alive, whether it be ox, or ass, or sheep; he shall restore double."
420,numbers_16_11,"For which cause both thou and all thy company are gathered together against the LORD: and what is Aaron, that ye murmur against him?"
421,matthew_26_72,"And again he denied with an oath, I do not know the man."
422,1_samuel_2_25,"If one man sin against another, the judge shall judge him: but if a man sin against the LORD, who shall intreat for him? Notwithstanding they hearkened not unto the voice of their father, because the LORD would slay them."
423,colossians_2_12,"Buried with him in baptism, wherein also ye are risen with him through the faith of the operation of God, who hath raised him from the dead."
424,isaiah_40_21,Have ye not known? have ye not heard? hath it not been told you from the beginning? have ye not understood from the foundations of the earth?
425,matthew_9_29,"Then touched he their eyes, saying, According to your faith be it unto you."
426,1_kings_10_28,"And Solomon had horses brought out of Egypt, and linen yarn: the king's merchants received the linen yarn at a price."
427,titus_2_3,"The aged women likewise, that they be in behaviour as becometh holiness, not false accusers, not given to much wine, teachers of good things;"
428,proverbs_18_9,He also that is slothful in his work is brother to him that is a great waster.
429,joshua_8_11,"And all the people, even the people of war that were with him, went up, and drew nigh, and came before the city, and pitched on the north side of Ai: now there was a valley between them and Ai."
430,jeremiah_28_6,"Even the prophet Jeremiah said, Amen: the LORD do so: the LORD perform thy words which thou hast prophesied, to bring again the vessels of the LORD'S house, and all that is carried away captive, from Babylon into this place."
431,isaiah_2_6,"Therefore thou hast forsaken thy people the house of Jacob, because they be replenished from the east, and are soothsayers like the Philistines, and they please themselves in the children of strangers."
432,jeremiah_18_15,"Because my people hath forgotten me, they have burned incense to vanity, and they have caused them to stumble in their ways from the ancient paths, to walk in paths, in a way not cast up;"
433,2_chronicles_15_18,"And he brought into the house of God the things that his father had dedicated, and that he himself had dedicated, silver, and gold, and vessels."
434,genesis_21_18,"Arise, lift up the lad, and hold him in thine hand; for I will make him a great nation."
435,psalms_37_36,"Yet he passed away, and, lo, he was not: yea, I sought him, but he could not be found."
436,mark_10_23,"And Jesus looked round about, and saith unto his disciples, How hardly shall they that have riches enter into the kingdom of God!"
437,romans_9_11,"(For the children being not yet born, neither having done any good or evil, that the purpose of God according to election might stand, not of works, but of him that calleth;)"
438,psalms_118_2,"Let Israel now say, that his mercy endureth for ever."
439,1_kings_12_5,"And he said unto them, Depart yet for three days, then come again to me. And the people departed."
440,lamentations_2_10,"The elders of the daughter of Zion sit upon the ground, and keep silence: they have cast up dust upon their heads; they have girded themselves with sackcloth: the virgins of Jerusalem hang down their heads to the ground."
441,ezekiel_20_32,"And that which cometh into your mind shall not be at all, that ye say, We will be as the heathen, as the families of the countries, to serve wood and stone."
442,ezekiel_7_5,"Thus saith the Lord GOD; An evil, an only evil, behold, is come."
443,john_19_7,"The Jews answered him, We have a law, and by our law he ought to die, because he made himself the Son of God."
444,ezekiel_19_3,"And she brought up one of her whelps: it became a young lion, and it learned to catch the prey; it devoured men."
445,genesis_4_17,"And Cain knew his wife; and she conceived, and bare Enoch: and he builded a city, and called the name of the city, after the name of his son, Enoch."
446,ezra_2_43,"The Nethinims: the children of Ziha, the children of Hasupha, the children of Tabbaoth,"
447,2_samuel_17_3,And I will bring back all the people unto thee: the man whom thou seekest is as if all returned: so all the people shall be in peace.
448,exodus_28_21,"And the stones shall be with the names of the children of Israel, twelve, according to their names, like the engravings of a signet; every one with his name shall they be according to the twelve tribes."
449,matthew_4_19,"And he saith unto them, Follow me, and I will make you fishers of men."
450,genesis_32_19,"And so commanded he the second, and the third, and all that followed the droves, saying, On this manner shall ye speak unto Esau, when ye find him."
451,esther_8_3,"And Esther spake yet again before the king, and fell down at his feet, and besought him with tears to put away the mischief of Haman the Agagite, and his device that he had devised against the Jews."
452,ezekiel_46_14,"And thou shalt prepare a meat offering for it every morning, the sixth part of an ephah, and the third part of an hin of oil, to temper with the fine flour; a meat offering continually by a perpetual ordinance unto the LORD."
453,2_kings_3_22,"And they rose up early in the morning, and the sun shone upon the water, and the Moabites saw the water on the other side as red as blood:"
454,genesis_15_5,"And he brought him forth abroad, and said, Look now toward heaven, and tell the stars, if thou be able to number them: and he said unto him, So shall thy seed be."
455,deuteronomy_28_65,"And among these nations shalt thou find no ease, neither shall the sole of thy foot have rest: but the LORD shall give thee there a trembling heart, and failing of eyes, and sorrow of mind:"
456,hosea_1_11,"Then shall the children of Judah and the children of Israel be gathered together, and appoint themselves one head, and they shall come up out of the land: for great shall be the day of Jezreel."
457,1_samuel_20_4,"Then said Jonathan unto David, Whatsoever thy soul desireth, I will even do it for thee."
458,james_5_7,"Be patient therefore, brethren, unto the coming of the Lord. Behold, the husbandman waiteth for the precious fruit of the earth, and hath long patience for it, until he receive the early and latter rain."
459,matthew_26_4,"And consulted that they might take Jesus by subtilty, and kill him."
460,genesis_31_14,"And Rachel and Leah answered and said unto him, Is there yet any portion or inheritance for us in our father's house?"
461,1_timothy_5_20,"Them that sin rebuke before all, that others also may fear."
462,proverbs_19_15,Slothfulness casteth into a deep sleep; and an idle soul shall suffer hunger.
463,job_27_7,"Let mine enemy be as the wicked, and he that riseth up against me as the unrighteous."
464,job_28_14,"The depth saith, It is not in me: and the sea saith, It is not with me."
465,acts_13_47,"For so hath the Lord commanded us, saying, I have set thee to be a light of the Gentiles, that thou shouldest be for salvation unto the ends of the earth."
466,psalms_29_11,The LORD will give strength unto his people; the LORD will bless his people with peace.
467,exodus_37_24,"Of a talent of pure gold made he it, and all the vessels thereof."
468,matthew_15_17,"Do not ye yet understand, that whatsoever entereth in at the mouth goeth into the belly, and is cast out into the draught?"
469,luke_2_37,"And she was a widow of about fourscore and four years, which departed not from the temple, but served God with fastings and prayers night and day."
470,deuteronomy_14_25,"Then shalt thou turn it into money, and bind up the money in thine hand, and shalt go unto the place which the LORD thy God shall choose:"
471,genesis_41_9,"Then spake the chief butler unto Pharaoh, saying, I do remember my faults this day:"
472,philippians_1_3,"I thank my God upon every remembrance of you,"
473,exodus_8_6,"And Aaron stretched out his hand over the waters of Egypt; and the frogs came up, and covered the land of Egypt."
474,leviticus_21_11,"Neither shall he go in to any dead body, nor defile himself for his father, or for his mother;"
475,acts_5_17,"Then the high priest rose up, and all they that were with him, (which is the sect of the Sadducees,) and were filled with indignation,"
476,acts_20_12,"And they brought the young man alive, and were not a little comforted."
477,numbers_19_14,"This is the law, when a man dieth in a tent: all that come into the tent, and all that is in the tent, shall be unclean seven days."
478,1_kings_10_19,"The throne had six steps, and the top of the throne was round behind: and there were stays on either side on the place of the seat, and two lions stood beside the stays."
479,ezra_2_62,"These sought their register among those that were reckoned by genealogy, but they were not found: therefore were they, as polluted, put from the priesthood."
480,acts_27_21,"But after long abstinence Paul stood forth in the midst of them, and said, Sirs, ye should have hearkened unto me, and not have loosed from Crete, and to have gained this harm and loss."
481,isaiah_51_20,"Thy sons have fainted, they lie at the head of all the streets, as a wild bull in a net: they are full of the fury of the LORD, the rebuke of thy God."
482,matthew_22_36,"Master, which is the great commandment in the law?"
483,2_kings_20_18,"And of thy sons that shall issue from thee, which thou shalt beget, shall they take away; and they shall be eunuchs in the palace of the king of Babylon."
484,1_chronicles_10_3,"And the battle went sore against Saul, and the archers hit him, and he was wounded of the archers."
485,2_samuel_7_16,And thine house and thy kingdom shall be established for ever before thee: thy throne shall be established for ever.
